column_name	sample_values_truncated
property_owner_addrprovince	TX│TX
TEAM_CITY	Indiana│Indiana│Indiana│Indiana│Indiana│Indiana│Indiana│Indiana
Category	Navigation│Navigation│Navigation│Navigation│Navigation│Navigation│Navigation
Wind Direction	Calm│Calm│Calm│Calm│Calm│NNW│NNW│NNE
NAME_0	Peru│Peru│Peru│Peru│Peru│Peru│Peru│Peru
interaction_type	PickedUp│PickedUp│LeftGate│LeftGate│RightGate│RightGate│LeftGate│RightGate
Project	Avalonia│Avalonia│Avalonia│Avalonia│Avalonia│Avalonia│Avalonia│Avalonia
Town / Village	Caernarfon Bay│Newport│Swansea│Caerphilly│Barry│Roath/Cardiff│A449/Llanwern/Newport│Llanfair Caereinion
name	Local│Regional│National│International│Unknown
institutionCode	KU│KU│KU│KU│C.A. Triplehorn Insect Collection, Ohio State University, Columb│KU
GEO.display-label	Geography│United States│North Carolina│Durham County, North Carolina│Forsyth County, North Carolina│Guilford County, North Carolina
Publishers	Land Journal│Land Journal│Land Journal│Land Journal│Land Journal│Land Journal│Land Journal│Land Journal
__index_level_1__	Criterium│Criterium│Criterium│Criterium│Criterium│Criterium│Criterium│Criterium
Region	Latin America & Caribbean│South Asia│Sub-Saharan Africa│Europe & Central Asia│Europe & Central Asia│Middle East & North Africa│Latin America & Caribbean
Wind Direction	Calm│West│Calm│Calm│Calm│Calm│Calm│Calm
County	Lane│Lane│Linn│Multnomah│Yamhill│Lane│Marion│Coos
TEAM_CITY	Golden State│Golden State│Golden State│Golden State│Golden State│Golden State│Golden State│Golden State
Wind Direction	WSW│WSW│West│West│WSW│West│West│West
tags	Pennsylvania,501c4│Nevada,501c3,501c4│Latino,African-American,501c3,501c4,North Carolina│African-American,501c3,501c4,Illinois│501c3,Pennsylvania,501c4│African-American,501c3,Arkansas,501c4│Immigrant Rights,501c3,Arkansas│Statewide,Texas,501c4
Identity	TE│TE│TE│TE│TE│TE│TE│ICM
Расчётный адрес - область	Расчётный адрес - область│Расчётный адрес - область
Wind Direction	Calm│Calm│Calm│Calm│Calm│South│South│Calm
Unnamed: 0	Alabama│Alaska│Arizona│Arkansas│California│Colorado│Connecticut│Delaware
TEAM_CITY	Minnesota│Minnesota│Minnesota│Minnesota│Minnesota│Minnesota│Minnesota│Minnesota
TEAM_CITY	Indiana│Indiana│Indiana│Indiana│Indiana│Indiana│Indiana│Indiana
Provider State	DC│DC│DC│DC│DC│DC│DC│DC
project	IrishDirks│IrishDirks│IrishDirks│IrishDirks│IrishDirks│IrishDirks│IrishDirks│IrishDirks
a.historic	Hordeum│Hordeum│Hordeum│Hordeum│Hordeum│Hordeum│Hordeum│Hordeum
Charging Agency	ST JOHNS COUNTY SHERIFFS OFFICE│ST JOHNS COUNTY SHERIFFS OFFICE│ST JOHNS COUNTY SHERIFFS OFFICE│ST JOHNS COUNTY SHERIFFS OFFICE│ST JOHNS COUNTY SHERIFFS OFFICE│ST JOHNS COUNTY SHERIFFS OFFICE
property_owner_addrprovince	TX│TX│TX│TX│TX
Namespace	PoshDemo│PoshDemo│PoshDemo
uptake	Large│Unknown│Considerable
OrganisationLabel	South Cambridgeshire District Council│South Cambridgeshire District Council│South Cambridgeshire District Council│South Cambridgeshire District Council│South Cambridgeshire District Council│South Cambridgeshire District Council│South Cambridgeshire District Council│South Cambridgeshire District Council
Events	Fog│Fog│Fog│Fog│Fog
type	IL│IL│NON│IL│IL│IL│IL│NON
label	Abdomen│ActiveNotRecruiting│AerobicActivity│AnaerobicActivity│Anesthesia│Appearance│Ayurvedic│Bacteria
Wind Direction	East│ENE│ENE│East│ENE│ENE│East│Calm
DL State	FL│FL│FL│FL│FL│CA
TEAM_CITY	New Orleans│New Orleans│New Orleans│New Orleans│New Orleans│New Orleans│New Orleans│New Orleans
Wind Direction	WNW│NW│NNW│NNW│Calm│SSW│SW│SSW
TEAM_CITY	Utah│Utah│Utah│Utah│Utah│Utah│Utah│Utah
PART TYPE	Ditch│Ditch│Ditch│Ditch│Ditch│Ditch│Ditch│Ditch
name	Lelum│ustilaginoides
Provider State	AZ│AZ│AZ│AZ│AZ│AZ│AZ│AZ
interaction_type	LeftGate│LeftGate│LeftGate│Pushed│RightGate│RightGate│LeftGate│RightGate
topic_description	AIR_POLLUTION│AIR_POLLUTION│AIR_POLLUTION│AIR_POLLUTION│AIR_POLLUTION│AIR_POLLUTION│AIR_POLLUTION│AIR_POLLUTION
Wind	ENE│SSW│CALM│NNW│NNW│NW│NW│N
name	Alabama│Alaska│Arizona│Arkansas│California│Colorado│Connecticut│Delaware
__index_level_1__	Criterium│Criterium│Criterium│Criterium│Criterium│Criterium│Criterium│Criterium
value	Afganistanas│Airija│Alandų Salos│Albanija│Alžyras│Amerikos Samoa│Andora│Angilija
topic_description	HOBBIES_AND_CRAFTS│HOBBIES_AND_CRAFTS│HOBBIES_AND_CRAFTS│HOBBIES_AND_CRAFTS│HOBBIES_AND_CRAFTS│HOBBIES_AND_CRAFTS│HOBBIES_AND_CRAFTS│HOBBIES_AND_CRAFTS
A1uCarD	A1uCarD│A1uCarD│A1uCarD│A1uCarD│A1uCarD│A1uCarD│A1uCarD│A1uCarD
Sioux.1	plus│Falls
district	Михайловский│Михайловский│Михайловский│Михайловский│Михайловский│Михайловский│Михайловский│Михайловский
Provider State	AK│AK│AK│AK│AK│AK│AK│AK
Aa	Abacus│Abbey│Abdomen│Ability│Abolishment│Ab│Accele│Accele
TEAM_CITY	Minnesota│Minnesota│Minnesota│Minnesota│Minnesota│Minnesota│Minnesota│Washington
MA	MA│MA│MA│MA
name	Kamalomyces│indicus
value	Abkhazian│Achinese│Acoli│Adangme│Adyghe│Afar│Afrihili│Afrikaans
interaction_type	RightGate│RightGate│LeftGate│LeftGate│RightGate│LeftGate│RightGate│RightGate
ru	Добавить товар│Не могу удалить Товара комплект (ы)│Вы уверены, что хотите удалить выбранные товар? комплекты│Описание товара Комплект│Ошибка при добавлении/обновлении товара комплекта│Информация о товаре комплекта│товар│товары
Events	Fog│Fog│Fog│Fog│Fog
Region	Baden-Wurttemberg│Bavaria│Berlin│Brandenburg│Bremen│Dolnośląskie│Germany│Hamburg
Wind Direction	Calm│Calm│Calm│Calm│Calm│Calm│SSW│SW
Wind	N│NNW│NW│NW│NNW│NW│NW│NW
name	Aberdeenshire│Angus│Argyll│Avon│Ayrshire│Banffshire│Bedfordshire│Berkshire
TEAM_CITY	Minnesota│Minnesota│Minnesota│Minnesota│Minnesota│Minnesota│Minnesota│Minnesota
ErrorType	Infrastructure│LocalState│Infrastructure│LocalState│LocalState│LocalState│LocalState│LocalState
TEAM_CITY	Minnesota│Minnesota│Minnesota│Minnesota│Minnesota│Minnesota│Minnesota│Minnesota
Wind Direction	SSW│South│South│South│South│South│South│South
County	ORANGE│WAKE│WAKE│BUTTE│County│ALACHUA│HERNANDO│PUTNAM
tile	NE│NE│NE│NE│NE│NE│NE│NE
Required	Key│Key
Wind Direction	WSW│Calm│East│South│South│SSE│South│SSE
scenario	qa│qa│qa│qa│qa│qa│qa│qa
va	VA│VA│VA│VA│VA│VA│Lead va
Wind Direction	WSW│West│West│West│West│West│West│Calm
ENGTYPE_1	State│State│State│State│State│State│State│State
lesion_type	FA│invasive
Wind Direction	SW│SW│SW│SW│SW│SW│WSW│WSW
Unnamed: 48	industry.│in│the│business.,topStory,Unknown│business.,normal,Unknown│on
TEAM_CITY	LA│LA│LA│LA│LA│LA│LA│LA
note	 │ Melittosporium│ Melittosporium│ Melittosporium│ Melittosporium│ Melittosporium│ Melittosporium│ Melittosporium
exposure	Huang2017aaos│Huang2017aaos│Huang2017aaos│Huang2017aaos│Huang2017aaos│Huang2017aaos│Huang2017aaos│Huang2017aaos
Type	City│City│City│Region│Region│Country
venue_state	CA│GA│GA│CA
__index_level_1__	Cross Country│Cross Country│Cross Country│Cross Country│Cross Country│Cross Country│Cross Country│Cross Country
Francis	and│than│was│South│Tobin│with│and
Administered to	Mother│Child│Child
Wind Direction	Calm│Calm│Calm│Calm│Calm│Calm│Calm│Calm
interaction_type	LeftGate│LeftGate│Pushed│RightGate│PickedUp│Pushed│LeftGate│RightGate
DistConocida	Si│Si│Si
response	ABBA│--date--│Agnetha Fältskog
lgID	AL│AL│AL│AL│AL│AL│AL│AL
name	Korwa│Lyria/露莉亚│Worry Wart│Korwa
Wind Direction	NE│North│East│Calm│Calm│Calm│Calm│Calm
TEAM_CITY	LA│LA│LA│LA│LA│LA│LA│LA
Wind Direction	Calm│North│Calm│Variable│SW│Calm│Calm│SSW
ArtistLocation	California - LA│Memphis TN│London England│Ohio│Burlington Ontario Canada
Wind Direction	NE│NE│North│North│ENE│North│NE│Calm
category	Asbestos, Environment, Licenses│Construction│Crime│Crime│Crime│Demographics│Drinking Water│Drinking Water
property_owner_addrprovince	TX│TX│TX
TEAM_CITY	Minnesota│Minnesota│Minnesota│Minnesota│Minnesota│Minnesota│Minnesota│Minnesota
Home	New Christopherhaven│Lake Ronaldborough│Amandachester│Brucefurt│Port Michelle│Lake Nicoleburgh│Williamview│Cameronview
__index_level_1__	Criterium│Criterium│Criterium│Criterium│Criterium│Criterium│Criterium│Criterium
HERE	IS│A│THREAD│FOR│THINGS│YOU│CAN│DO
name	Alabama│Alaska│Arizona│Arkansas│California│Colorado│Connecticut│Delaware
Web	Worldwide│Interest│Week,chemical│2004-01-04│2004-01-11│2004-01-18│2004-01-25│2004-02-01
Provider State	ID│ID│ID│ID│ID│ID│ID│ID
County	Beadle│Pennington│Spink│Edmunds│Hutchinson│Kingsbury│McPherson│Mellette
Region	Latin America & Caribbean│South Asia│Sub-Saharan Africa│Europe & Central Asia│Europe & Central Asia│Middle East & North Africa│Latin America & Caribbean
interaction_type	PickedUp│PickedUp│RightGate│RightGate│LeftGate│LeftGate│LeftGate│RightGate
Event	Running│InputWindowOpen│KeyDown│KeyDown│KeyDown│KeyDown│KeySequenceStopped│InputWindowClosed
value	Afghanistan│Afrique du Sud│Albanie│Algérie│Allemagne│Andorre│Angola│Anguilla
Wind Direction	NNE│NNE│North│NNE│NNE│NNE│North│North
TEAM_CITY	Minnesota│Minnesota│Minnesota│Minnesota│Minnesota│Minnesota│Minnesota│Minnesota
School Location	Arizona│CANADA│CANADA│CHINA│CHINA│CHINA│CHINA│California
LENORE	ALINA│LENORE│ALINA│LENORE│ALINA│LENORE│ALINA│LENORE
TEAM_CITY	Milwaukee│Milwaukee│Milwaukee│Milwaukee│Milwaukee│Milwaukee│Milwaukee│Milwaukee
__index_level_1__	; Seasonally adjusted at annual rates                           │Quarterly data from 1947 To 2009│Bureau of Economic Analysis│Data published August 27, 2009   │File created 8/26/2009 5:27:33 PM│Line
ethnicity	ethnicity│Hispanic│Mixed│Caucasian│Caucasian│Caucasian│Caucasian
value	Abkhazian│Achinese│Acoli│Adangme│Adyghe│Afar│Afrihili│Afrikaans
Wind Direction	SSW│North│Calm│Calm│ESE│Calm│SW│SW
and	where│still│it
County	County│MADISON│TOOELE│TOOELE│TOOELE│TOOELE│CAMPBELL│SALT LAKE
Ài	Bay│Bay View│Bel Ai│Belle Meade│Belle Vue│Blue Bell│Blue Ridge│Bon Ai
Region	Latin America & Caribbean│South Asia│Sub-Saharan Africa│Europe & Central Asia│Europe & Central Asia│Middle East & North Africa│Latin America & Caribbean
Wind Direction	SSW│SW│SW│WSW│West│West│WNW│West
name	Arcoscephale│Ermor│Ulm│Marverni│Sauromatia│T'ien Ch'i│Machaka│Mictlan
County	Cascade│Dawson│Lewis and Clark│Yellowstone│Yellowstone│Big Horn│Dawson│Big Horn
Provider State	VT│VT│VT│VT│VT│VT│VT│VT
ORowSet	ORowSet│ORowSet│ORowSet│ORowSet│ORowSet│ORowSet│ORowSet│ORowSet
region_name_filter	Larnaca District│Larnaca District│Larnaca District│Larnaca District│Larnaca District│Larnaca District│Larnaca District│Larnaca District
SHOT_ZONE_BASIC	In The Paint (Non-RA)│Restricted Area│Restricted Area│Restricted Area│Restricted Area│Restricted Area│Restricted Area│Restricted Area
name	Aberdeenshire│Angus│Argyll│Avon│Ayrshire│Banffshire│Bedfordshire│Berkshire
MonitoringLocationIdentifier	organization-siteId2│organization-siteId2│organization-siteId2│organization-siteId2
name	Maria-antonia│orientalis
GEO.display-label	Geography│United States│North Carolina│Durham County, North Carolina│Forsyth County, North Carolina│Guilford County, North Carolina
interaction_type	Pushed│RightGate│LeftGate│PickedUp│LeftGate│LeftGate│LeftGate│LeftGate
was_home	South Lori│Davidside│Tonyaburgh│North Johnborough│Fritzborough│Port Mercedesmouth│Michaelview│Kerrton
Wind Direction	NNW│NNW│NW│NW│NW│NW│WNW│NW
County	PALM BEACH│County│BRUNSWICK│AMZ610│AMZ610│JOHNSON│DALLAS│POTTER
Acronym	ADMARE│AIRARE│ACHBRT│ACHARE│BCNCAR│BCNISD│BCNLAT│BCNSAW
store_state	CA│Guerrero│WA│WA│Zacatecas│Jalisco│CA│CA
Data provider	Land Journal│Land Journal│Land Journal│Land Journal│Land Journal│Land Journal│Land Journal│Land Journal
Wind Direction	NNE│NNE│East│ENE│SSE│Calm│SE│South
Provider State	NM│NM│NM│NM│NM│NM│NM│NM
topic_description	HOBBIES_AND_CRAFTS│HOBBIES_AND_CRAFTS│HOBBIES_AND_CRAFTS│HOBBIES_AND_CRAFTS│HOBBIES_AND_CRAFTS│HOBBIES_AND_CRAFTS│HOBBIES_AND_CRAFTS│HOBBIES_AND_CRAFTS
Events	Snow
__index_level_355__	Shearer,│and
TEAM_CITY	Los Angeles│Los Angeles│Los Angeles│Los Angeles│Los Angeles│Los Angeles│Los Angeles│Los Angeles
DL State	FL│FL│FL│FL│FL│FL│FL│FL
Wind Direction	Calm│WSW│West│West│West│WSW│West│West
Wind Direction	ESE│ESE│ESE│ESE│SE│ESE│ESE│SE
citation_micro	Syst. Pilze (Würzburg) 135 (1816)│Syst. Pilze (Würzburg) (1816)
tr	Sağlayıcı Bilgisi│Sağlayıcı silinemedi, bazı sağlayıcıların satışı var.│Şirket Adı│Şirket Adı zorunlu alandır│ │Seçili sağlayıcıları düzenlemek istiyor musunuz?│Sağlayıcı ekleme/düzenleme hatası
Code	US-AL│US-AK│US-AZ│US-AR│US-CA│US-CO│US-CT│US-DE
MI	MI│MI│MI
Language_ID	psi│pma│pmv│cr│cr│ma│ma│ma
Wind Direction	SSW│WSW│West│WNW│SW│Calm│Calm│SW
TEAM_CITY	Indiana│Indiana│Indiana│Indiana│Indiana│Indiana│Indiana│Indiana
SR_Form	SINGLE│SINGLE│SINGLE│SINGLE│SINGLE│SINGLE│SINGLE│SINGLE
Wind	SSW│SSW│W│WSW│NW│NW│NW│WNW
TEAM_CITY	Sacramento│Sacramento│Sacramento│Sacramento│Sacramento│Sacramento│Sacramento│Sacramento
Slaughter	Junior│Junior
interaction_type	PickedUp│Pushed│RightGate│RightGate│RightGate│LeftGate│RightGate│LeftGate
DATASTORE provider	gs,ncbi,s3│gs,ncbi,s3│gs,ncbi,s3│gs,ncbi,s3│gs,ncbi,s3│gs,ncbi,s3│gs,ncbi,s3│gs,ncbi,s3
TEAM_CITY	LA│LA│LA│LA│LA│LA│LA│LA
dp/processing_level_code	Raw│Parsed_Canonical│L1│L1│L1│L2
Wind Direction	Calm│WSW│West│West│WNW│WNW│WNW│NW
topic_description	AIR_POLLUTION│AIR_POLLUTION│AIR_POLLUTION│AIR_POLLUTION│AIR_POLLUTION│AIR_POLLUTION│AIR_POLLUTION│AIR_POLLUTION
Wind Direction	SW│SSW│SSW│SSW│SW│SSW│SSW│SSW
Provider State	ID│ID│ID│ID│ID│ID│ID│ID
__index_level_17__	Irish│Asian│white│Asian│Mixed│Caucasian│white american│White
Name	Alabama│Alaska│Arizona│Arkansas│California│Colorado│Connecticut│Delaware
value	Abkhazian│Achinese│Acoli│Adangme│Adyghe│Afar│Afrihili│Afrikaans
NAME	Wychwood (94)│Yonge-Eglinton (100)│Yonge-St.Clair (97)│York University Heights (27)│Yorkdale-Glen Park (31)│Lambton Baby Point (114)│Lansing-Westgate (38)│Lawrence Park North (105)
TEAM_CITY	San Antonio│San Antonio│San Antonio│San Antonio│San Antonio│San Antonio│San Antonio│San Antonio
Wind Direction	SSE│South│SSE│South│SSE│South│SSE│South
Wind Direction	North│North│NW│NW│Calm│South│NW│Calm
Wind Direction	NE│NE│ENE│ENE│ENE│ENE│East│East
Wind Direction	Calm│Calm│NNW│Calm│Calm│Calm│Calm│Calm
rater	HK│HK│HK│HK│HK│HK│HK│HK
reverese_relationship_id	Mapped from│Mapped from│Mapped from│Mapped from│Mapped from│Mapped from│Mapped from│Mapped from
PLANT	PITTSBURGH_1-4│PITTSBURGH_5-6│PITTSBURG_7│CONTRA_COSTA_4-5│CONTRA_COSTA_6-7│POTRERO_HILL│EL_SEGUNDO_1-2│EL_SEGUNDO_3-4
Wind Direction	ENE│East│East│East│East│ENE│ENE│ENE
Estados	Aguascalientes│Baja California│Baja California Sur│Campeche│Chiapas│Chihuahua│Ciudad De Mexico│Coahuila
Language_ID	psi│pmv│cr│pda│pdh│la│da│op
'known'	 'uk'│ 'pneumonia'│ 'without'│ 'rochell'│ 'wuhan'│ 'lung'│ 'sampl'│ 'malaria'
Unnamed: 19	moderate│2
__index_level_3__	Women│Women│Women│Women│Women│Women│Women│Women
CastingRange	int│23│23│27│33│16│33│30
Unnamed: 0	Alabama│Alaska│Arizona│Arkansas│California│Colorado│Connecticut│Delaware
value	ارمني│ازبکي│الماني│انګلیسي│ایټالوي│بلوڅي│پښتو│پورتګالي
attribute	Statewide│Statewide│Statewide│Statewide│Statewide│Statewide│Note│Note
Region	Latin America & Caribbean│South Asia│Sub-Saharan Africa│Europe & Central Asia│Europe & Central Asia│Middle East & North Africa│Latin America & Caribbean
County	COVINGTON│COVINGTON│JONES│County│LINCOLN│CLARKE│PUTNAM│MONTGOMERY
type	IL│NON│NON│NON│NON│IL│NON│IL
NA	WA│WA│WA│WA
region_name_filter	Lorraine│Lorraine│Lorraine│Lorraine│Lorraine│Lorraine│Lorraine│Lorraine
__index_level_2__	County│KENT│KENT│SUSSEX│SUSSEX│SUSSEX│KENT│KENT
Work State	California│california│California│California
topic_description	HOBBIES_AND_CRAFTS│HOBBIES_AND_CRAFTS│HOBBIES_AND_CRAFTS│HOBBIES_AND_CRAFTS│HOBBIES_AND_CRAFTS│HOBBIES_AND_CRAFTS│HOBBIES_AND_CRAFTS│HOBBIES_AND_CRAFTS
notesForOnt	Geographic Loaction│Participant│Study details│Study details│Geographic Loaction│Geographic Loaction│Participant│Participant
value	Abkhazian│Achinese│Acoli│Adangme│Adyghe│Afar│Afrihili│Afrikaans
country_name_filter	Cyprus│Cyprus│Cyprus│Cyprus│Cyprus│Cyprus│Cyprus│Cyprus
EstadoDoc	Si│Si│Si│Si│Si│Si│Si
COUNTY	Kleberg│Collin│Hamilton│Harris│Tarrant│Guadalupe│Harris│Fort Bend
Wind Direction	West│South│SSE│SSW│NNW│Calm│SSE│South
throughout	Git│is
name	Ann Arbor│Back Lake│Contwoyto│Dawson City│Eskimo Point│Fort Chipewyan│Fort Churchill│Fort Simpson
Events	Fog-Rain│Fog-Rain│Fog-Rain│Fog-Rain│Fog-Rain-Thunderstorm│Fog-Rain│Fog│Fog
Wind Direction	NE│NNE│NE│NE│NE│ENE│East│East
name	Australian Capital Territory│New South Wales│Northern Territory│Queensland│South Australia│Tasmania│Victoria│Western Australia
__index_level_3__	West│Krisha│want
Related concepts	land deals│development;land use;geographical information systems;urbanizati│development│food security│land;research│development;land distribution;poverty;rural areas│intensive land use│sustainable land management;climate change
country_code_filter	LT│LT│LT│LT│LT│LT│LT│LT
major_category	Noncampaign│Trump - other│Noncampaign│Noncampaign│Noncampaign│Noncampaign│Noncampaign│Noncampaign
name	Alaska│Alabama│Arkansas│Arizona│California│Colorado│Connecticut│District of Columbia
TEAM_CITY	Phoenix│Phoenix│Phoenix│Phoenix│Phoenix│Phoenix│Phoenix│Phoenix
Method	Match│RemoveODataPath│Match│Match│RemoveODataPath│RemoveODataPath│RemoveODataPath│CustomMapODataServiceRoute
County	TOMPKINS│SENECA│TOMPKINS│WAYNE│ONTARIO│SCHUYLER│SENECA│WAYNE
IL	IL│IL│IL│IL
Wind Direction	WSW│West│WSW│WSW│WSW│SW│WSW│SW
__index_level_1__	Cross Country│Cross Country│Cross Country│Cross Country│Cross Country│Cross Country│Cross Country│Cross Country
location_code_filter	alsace_FR│alsace_FR│alsace_FR│alsace_FR│alsace_FR│alsace_FR│alsace_FR│alsace_FR
Shape Type	Country│Country│Country│Country│District│District│District│District
location_code_filter	warmian_masurian_voivodeship_PL│warmian_masurian_voivodeship_PL│warmian_masurian_voivodeship_PL│warmian_masurian_voivodeship_PL│warmian_masurian_voivodeship_PL│warmian_masurian_voivodeship_PL│warmian_masurian_voivodeship_PL│warmian_masurian_voivodeship_PL
Region	Latin America & Caribbean│South Asia│Sub-Saharan Africa│Europe & Central Asia│Europe & Central Asia│Middle East & North Africa│Latin America & Caribbean
Unnamed: 0	Alabama│Alaska│Arizona│Arkansas│California│Colorado│Connecticut│Delaware
DistPotencial	Si│Si│Si│Si│Si│Si│Si│Si
Language_ID	psi│pma│pse│ca│ca│ca│ca│ca
Provider State	DC│DC│DC│DC│DC│DC│DC│DC
Source	Constituent Call│Constituent Call│Constituent Call│Constituent Call│Constituent Call│Constituent Call│Constituent Call│Constituent Call
[State Name]	Poison│Poison│Poison│Poison│Poison│Poison│Stone│Poison
interaction_type	PickedUp│PickedUp│LeftGate│LeftGate│LeftGate│LeftGate│RightGate│LeftGate
venue_state	KY│KY│KY│KY│KY│KY
__index_level_1__	Marathon│Marathon│Marathon│Marathon│Marathon│Marathon│Marathon│Marathon
Wind Direction	Calm│SW│Calm│Calm│WNW│NNW│WSW│East
shortName	INMOBILIARIA COLONIAL SOCIMI S.│INMOBILIARIA COLONIAL SOCIMI S.│INMOBILIARIA COLONIAL SOCIMI S.│INMOBILIARIA COLONIAL SOCIMI S.
of	Country│Junction,VT,,Fitzgerald's
was_home	Davismouth│Rodriguezside
County	County│MONROE│ANZ633│DARE│County
Whit	Country│Cycling│Hole│Country
lgID	NL│NL│NL│NL│NL│NL│NL│NL
GEO.display-label	Geography│United States│North Carolina│Durham County, North Carolina│Forsyth County, North Carolina│Guilford County, North Carolina
Severe Calculated	Calculated│Extracted│Extracted│Extracted│Extracted
Events	Fog│Fog
Events	Snow│Snow│Snow│Snow│Snow│Snow
TEAM_CITY	Los Angeles│Los Angeles│Los Angeles│Los Angeles│Los Angeles│Los Angeles│Los Angeles│Los Angeles
name	Australian Capital Territory│New South Wales│Northern Territory│Queensland│South Australia│Tasmania│Victoria│Western Australia
TEAM_CITY	Los Angeles│Los Angeles│Los Angeles│Los Angeles│Los Angeles│Los Angeles│Los Angeles│Los Angeles
Wind Direction	West│ESE│Calm│Calm│NE│East│East│East
DL State	CA│CA│CA│CA│FL│FL│SC│SC
-.1	SIDEB│Attack.
in	Cat1/2/3/4/5│Cat1/2/3/4/5│Clinic
name	Kabatana│arthuri│newberryi│takedai
County	Pershing│Lyon│Clark│Clark│Clark│Washoe│Washoe│Washoe
Provider State	DC│DC│DC│DC│DC│DC│DC│DC
Event	Running│InputWindowOpen│KeyDown│KeyDown│KeyDown│KeyDown│KeySequenceStopped│InputWindowClosed
Wind Direction	NE│NE│NNE│NE│NE│NNE│North│NNE
topic_description	SOCIAL_CHANGE│SOCIAL_CHANGE│SOCIAL_CHANGE│SOCIAL_CHANGE│SOCIAL_CHANGE│SOCIAL_CHANGE│SOCIAL_CHANGE│SOCIAL_CHANGE
MulColorG	int│45│75│60│60│65│65│55
Scripts	Latin│Latin│Latin│Latin│Latin│Latin│Latin│Latin
__index_level_9__	time│the│only│second│in
-.1	from│Archers│BARBARIAN│BARBARIANS
TEAM_CITY	Indiana│Indiana│Indiana│Indiana│Indiana│Indiana│Indiana│Indiana
Wind Direction	SSW│WSW│SW│SW│SW│SSW│Calm│SW
PORTFOLIO	Old_Timers│Old_Timers│Old_Timers│Old_Timers│Old_Timers│Beachfront│Beachfront│Beachfront
Rhino	Cat│T
it.2	But│But
TEAM_CITY	Indiana│Indiana│Indiana│Indiana│Indiana│Indiana│Indiana│Indiana
Status	Operational│Operational│Operational│Operational│Operational│Operational│Operational│Operational
-.1	from│Archers│BARBARIAN│BARBARIANS│ARCHERS│ARCHERS│BARBARIANS
Wind Direction	SSW│West│South│SSE│South│SSW│SW│SSW
TEAM_CITY	Minnesota│Minnesota│Minnesota│Minnesota│Minnesota│Minnesota│Minnesota│Minnesota
1	Men│Life
Events	Fog│Fog│Fog│Fog-Rain│Fog-Rain-Thunderstorm│Fog-Rain-Thunderstorm│Fog-Rain-Thunderstorm│Fog-Rain-Thunderstorm
venue_state	CA│GA│GA│CA
value	Abkhazia│Achinese│Adangme│Adyghe│Afar│Afrihili│Afrikaans│Aghem
County	Adair│Adams│Allamakee│Appanoose│Audubon│Benton│Black Hawk│Boone
__index_level_183__	The│Marine│U.S.│County,│sophisticated│U.S.
genre	Opéra│Opéra│Opéra│Opéra│Opéra│Opéra│Opéra│Opéra
value	Achinese│Adangme│Adyghe│Afar│Afrihili│Ainu│Akkadian│Akoose
TEAM_CITY	Minnesota│Minnesota│Minnesota│Minnesota│Minnesota│Minnesota│Minnesota│Minnesota
placeLocation	Ellon, United Kingdom│Aberdeen, United Kingdom│Newburgh, United Kingdom│Aberdeen, United Kingdom│Cullen, United Kingdom│Inverurie, United Kingdom│Peterhead, United Kingdom│Ellon, United Kingdom
County	Cumberland│Franklin│Cumberland│Aroostook│Cumberland│York│Washington│Aroostook
TEAM_CITY	Sacramento│Sacramento│Sacramento│Sacramento│Sacramento│Sacramento│Sacramento│Sacramento
Provider State	NV│NV│NV│NV│NV│NV│NV│NV
County	County│PROWERS│County│MARION│MONONGALIA│WESTMORELAND│BUTLER
County	PAGE│STORY│POLK│JOHNSON│BREMER│SCOTT│LINN│STORY
interaction_type	PickedUp│LeftGate│Pushed│RightGate│RightGate│PickedUp│RightGate│RightGate
TEAM_CITY	Minnesota│Minnesota│Minnesota│Minnesota│Minnesota│Minnesota│Minnesota│Minnesota
property_owner_addrprovince	CO│CO│CO│CO│TX
TEAM_CITY	LA│LA│LA│LA│LA│LA│LA│LA
TEAM_CITY	Minnesota│Minnesota│Minnesota│Minnesota│Minnesota│Minnesota│Minnesota│Minnesota
interaction_type	PickedUp│LeftGate│LeftGate│LeftGate│RightGate│LeftGate│RightGate│LeftGate
competitive_cluster	text mining│text mining│text mining│text mining│text mining│text mining│text mining│text mining
Recommended Action	Critical│Critical│Average│Major│Major│Major│Major│Major
EstadoDoc	Si│Si│Si
note	 │ │ Leptopeziza mindanaoënsis│ 
Events	Rain-Thunderstorm│Rain-Thunderstorm│Rain│Rain│Fog│Fog
Region	Alabama│Alaska│Arizona│Arkansas│California│Colorado│Connecticut│Delaware
parent_material53	Lhg│Lhg│Lhg│Lhg│Xhg│Lhg│Lhg
TEAM_CITY	LA│LA│LA│LA│LA│LA│LA│LA
P	Architectura│AmusementParkAttraction│WaterRide│Arena│Bui│Casino│Cast│Factory
name	Aberdeenshire│Angus│Argyll│Avon│Ayrshire│Banffshire│Bedfordshire│Berkshire
country_code_filter	LV│LV│LV│LV│LV│LV│LV│LV
state.name	Alabama│Alabama│Alaska│Alaska│Arizona│Arizona│Arkansas│Arkansas
__index_level_2__	Men│Cycling│Cycling│RACING
Namespace	MapDemo│MapDemo│MapDemo│MapDemo│MapDemo│MapDemo│MapDemo│MapDemo
interaction_type	RightGate│RightGate│RightGate│RightGate│RightGate│RightGate│RightGate│RightGate
