bucket	column_name	gold	sense_pred	composed_pred	sha
d_both_right	PLAYER_ID	representation.numeric.integer_number	representation.numeric.integer_number	representation.numeric.integer_number	d7ccc29bcccb
d_both_right	publishedAtString	datetime.date.iso	datetime.date.iso	datetime.date.iso	d7d80c3c398a
d_both_right	dateId	datetime.date.iso	datetime.date.iso	datetime.date.iso	d804b4899397
d_both_right	compensationAsOfEpochDate	datetime.epoch.unix_seconds	datetime.epoch.unix_seconds	datetime.epoch.unix_seconds	d86b8098aef8
d_both_right	URL	technology.internet.url	technology.internet.url	technology.internet.url	d9532e4c15a0
a_sharpen_rescued	tested	representation.numeric.integer_number	representation.boolean.binary	representation.numeric.integer_number	d97a50937148
d_both_right	moa	representation.numeric.integer_number	representation.numeric.integer_number	representation.numeric.integer_number	d9a527cdb711
d_both_right	flu how long	representation.numeric.integer_number	representation.numeric.integer_number	representation.numeric.integer_number	da2544f2df09
d_both_right	gmtOffSetMilliseconds	representation.numeric.integer_number	representation.numeric.integer_number	representation.numeric.integer_number	da3c65713a27
a_sharpen_rescued	fiftyTwoWeekLow	representation.numeric.decimal_number	geography.coordinate.latitude	representation.numeric.decimal_number	da9fca5d2e32
b_sharpen_broke	venue_localized_country_name	geography.location.country	geography.location.country	identity.person.full_name	dac45352ba6c
d_both_right	longName	representation.text.entity_name	representation.text.entity_name	representation.text.entity_name	db2d595575a4
a_sharpen_rescued	vz	representation.numeric.decimal_number	geography.coordinate.latitude	representation.numeric.decimal_number	dbdb19d7c49c
b_sharpen_broke	link_id	representation.identifier.alphanumeric_id	representation.identifier.alphanumeric_id	technology.internet.url	dca23700ac16
d_both_right	County	geography.location.region	geography.location.region	geography.location.region	dd11f722bb17
d_both_right	msg_id	representation.identifier.alphanumeric_id	representation.identifier.alphanumeric_id	representation.identifier.alphanumeric_id	dd21a04f061c
c_both_wrong	template_name	representation.identifier.alphanumeric_id	geography.index.h3	unknown	dd426feb7560
d_both_right	filesystem_outputs	representation.numeric.integer_number	representation.numeric.integer_number	representation.numeric.integer_number	dd436350c506
a_sharpen_rescued	fiftyTwoWeekLowChangePercent	representation.numeric.decimal_number	geography.coordinate.longitude	representation.numeric.decimal_number	dd632db13a46
d_both_right	date	datetime.date.iso	datetime.date.iso	datetime.date.iso	ddf38605f5e2
d_both_right	__index_level_8__	representation.numeric.decimal_number	representation.numeric.decimal_number	representation.numeric.decimal_number	ddf9e2106dd9
d_both_right	mag	representation.numeric.decimal_number	representation.numeric.decimal_number	representation.numeric.decimal_number	de46304d604a
d_both_right	year	datetime.component.year	datetime.component.year	datetime.component.year	deacced01cf1
c_both_wrong	SpeculativeGenerality_OneChildClass	representation.numeric.integer_number	representation.boolean.binary	representation.discrete.ordinal	df66653260bc
a_sharpen_rescued	Count_read	representation.numeric.integer_number	datetime.component.year	representation.numeric.integer_number	df9b92c14e84
a_sharpen_rescued	interestExpense	representation.numeric.integer_number	representation.numeric.decimal_number	representation.numeric.integer_number	dfd54eabf70b
a_sharpen_rescued	Dec	representation.numeric.decimal_number	geography.coordinate.latitude	representation.numeric.decimal_number	e01245b6a918
d_both_right	noc	representation.numeric.integer_number	representation.numeric.integer_number	representation.numeric.integer_number	e0871673e57d
d_both_right	region	geography.location.country_code	geography.location.country_code	geography.location.country_code	e0d31e014a27
d_both_right	CITY	geography.location.city	geography.location.city	geography.location.city	e0ea6b0ed53b
d_both_right	PLAYER_ID	representation.numeric.integer_number	representation.numeric.integer_number	representation.numeric.integer_number	e1445303547b
d_both_right	transition_25_lower_ci	datetime.date.iso	datetime.date.iso	datetime.date.iso	e232c434a27b
a_sharpen_rescued	Comments	representation.numeric.integer_number	representation.boolean.binary	representation.numeric.integer_number	e24108090bcb
d_both_right	esgPopulated	representation.boolean.terms	representation.boolean.terms	representation.boolean.terms	e25292d88fc8
a_sharpen_rescued	altitude	representation.numeric.integer_number	representation.identifier.numeric_code	representation.numeric.integer_number	e2695df2e762
d_both_right	city	geography.location.city	geography.location.city	geography.location.city	e2695df2e762
d_both_right	country	geography.location.country	geography.location.country	geography.location.country	e2695df2e762
a_sharpen_rescued	dst	representation.text.word	representation.boolean.initials	representation.text.word	e2695df2e762
d_both_right	iata	geography.transportation.iata_code	geography.transportation.iata_code	geography.transportation.iata_code	e2695df2e762
d_both_right	icao	geography.transportation.icao_code	geography.transportation.icao_code	geography.transportation.icao_code	e2695df2e762
d_both_right	latitude	geography.coordinate.latitude	geography.coordinate.latitude	geography.coordinate.latitude	e2695df2e762
d_both_right	longitude	geography.coordinate.longitude	geography.coordinate.longitude	geography.coordinate.longitude	e2695df2e762
c_both_wrong	name	representation.text.entity_name	geography.location.city	geography.location.city	e2695df2e762
d_both_right	type	representation.text.word	representation.text.word	representation.text.word	e2695df2e762
d_both_right	tz_database_time_zone	datetime.offset.iana	datetime.offset.iana	datetime.offset.iana	e2695df2e762
a_sharpen_rescued	utc_offset	datetime.offset.utc	identity.medical.loinc	datetime.offset.utc	e2695df2e762
d_both_right	test_date_post_injury_2	datetime.date.iso	datetime.date.iso	datetime.date.iso	e28634e3e4b8
d_both_right	Latitude	geography.coordinate.latitude	geography.coordinate.latitude	geography.coordinate.latitude	e300e2c22b63
a_sharpen_rescued	Longitude	geography.coordinate.longitude	representation.numeric.decimal_number	geography.coordinate.longitude	e300e2c22b63
a_sharpen_rescued	source_id	representation.text.word	identity.person.username	representation.text.word	e306ac27cc66
d_both_right	Provider City	geography.location.city	geography.location.city	geography.location.city	e357e74e5fa2
d_both_right	Residents Total Suspected COVID-19	representation.numeric.integer_number	representation.numeric.integer_number	representation.numeric.integer_number	e41cea2e5722
d_both_right	wfo_id	representation.identifier.alphanumeric_id	representation.identifier.alphanumeric_id	representation.identifier.alphanumeric_id	e447a890fccb
d_both_right	Parent	representation.numeric.decimal_number	representation.numeric.decimal_number	representation.numeric.decimal_number	e4c74d439e29
a_sharpen_rescued	Comments	representation.numeric.integer_number	representation.boolean.binary	representation.numeric.integer_number	e4d5906efc9d
d_both_right	entry-date	datetime.date.iso	datetime.date.iso	datetime.date.iso	e54d96d96343
d_both_right	country_code	geography.location.country_code	geography.location.country_code	geography.location.country_code	e5f784d19c67
b_sharpen_broke	episode_url_id	representation.identifier.alphanumeric_id	representation.identifier.alphanumeric_id	technology.internet.url	e6219d65bc31
d_both_right	country	geography.location.country	geography.location.country	geography.location.country	e640db186636
d_both_right	recipe_category	representation.numeric.integer_number	representation.numeric.integer_number	representation.numeric.integer_number	e755b6f66d17
d_both_right	region	geography.location.country_code	geography.location.country_code	geography.location.country_code	e79716601eec
d_both_right	Points	representation.numeric.integer_number	representation.numeric.integer_number	representation.numeric.integer_number	e7f627690429
d_both_right	totalOperatingExpenses	representation.numeric.integer_number	representation.numeric.integer_number	representation.numeric.integer_number	e8236acdc975
d_both_right	country_code	geography.location.country_code	geography.location.country_code	geography.location.country_code	e997b12a559d
d_both_right	document-url	technology.internet.url	technology.internet.url	technology.internet.url	e9a0dc7baeab
d_both_right	Year	datetime.component.year	datetime.component.year	datetime.component.year	ea634cda7a5a
c_both_wrong	confirmed	representation.numeric.integer_number	representation.boolean.binary	representation.boolean.binary	eab3a2181850
d_both_right	sample collection date	datetime.date.iso	datetime.date.iso	datetime.date.iso	eadb30842b1c
d_both_right	Year	datetime.component.year	datetime.component.year	datetime.component.year	eaed7148d241
a_sharpen_rescued	href	technology.internet.url	representation.text.plain_text	technology.internet.url	eb3328d5d206
d_both_right	transition_10_upper_ci	datetime.date.iso	datetime.date.iso	datetime.date.iso	eb78ff9e836b
d_both_right	student_id	representation.numeric.integer_number	representation.numeric.integer_number	representation.numeric.integer_number	eb8f635b56dc
d_both_right	day_label_filter	datetime.date.iso	datetime.date.iso	datetime.date.iso	ebafff2d1615
a_sharpen_rescued	exchange	representation.text.word	geography.location.country_code	representation.text.word	ec08f0733657
d_both_right	conversation_no	representation.numeric.integer_number	representation.numeric.integer_number	representation.numeric.integer_number	ed05f04ad2e7
d_both_right	prev_term_gpa	representation.numeric.decimal_number	representation.numeric.decimal_number	representation.numeric.decimal_number	ed54a351d65b
d_both_right	Year	datetime.component.year	datetime.component.year	datetime.component.year	edd41d8d992e
a_sharpen_rescued	msg_id	representation.identifier.alphanumeric_id	identity.commerce.isbn	representation.identifier.alphanumeric_id	eddb2cb1d114
c_both_wrong	deferredLongTermLiab	representation.numeric.integer_number	finance.banking.aba_routing	finance.banking.aba_routing	ee06cf6b0008
d_both_right	country_code	geography.location.country_code	geography.location.country_code	geography.location.country_code	ee0788c7023d
d_both_right	country_id	geography.location.country_code	geography.location.country_code	geography.location.country_code	ee4700db32b7
b_sharpen_broke	CitesPerYear	representation.numeric.decimal_number	representation.numeric.decimal_number	unknown	ee7d5da2a2be
d_both_right	wfo_id	representation.identifier.alphanumeric_id	representation.identifier.alphanumeric_id	representation.identifier.alphanumeric_id	ee8095a50be1
d_both_right	ISBNs	identity.commerce.isbn	identity.commerce.isbn	identity.commerce.isbn	ee9206d66ebf
d_both_right	HDPE	representation.numeric.integer_number	representation.numeric.integer_number	representation.numeric.integer_number	eea822eef28c
a_sharpen_rescued	latitude	geography.coordinate.latitude	representation.numeric.decimal_number	geography.coordinate.latitude	ef46e78178a9
a_sharpen_rescued	longitude	geography.coordinate.longitude	representation.numeric.decimal_number	geography.coordinate.longitude	ef46e78178a9
d_both_right	msg_id	representation.identifier.alphanumeric_id	representation.identifier.alphanumeric_id	representation.identifier.alphanumeric_id	ef52ea92de46
a_sharpen_rescued	exchange_country	geography.location.country_code	geography.location.region	geography.location.country_code	efcd937edb04
d_both_right	Year	datetime.component.year	datetime.component.year	datetime.component.year	f00567d9d078
d_both_right	Explanation_more	representation.text.plain_text	representation.text.plain_text	representation.text.plain_text	f14adaad76e0
a_sharpen_rescued	perm_unlink	representation.numeric.integer_number	representation.boolean.binary	representation.numeric.integer_number	f1e9931e2ae0
a_sharpen_rescued	fiftyTwoWeekLowChange	representation.numeric.decimal_number	geography.coordinate.latitude	representation.numeric.decimal_number	f2154b4e911a
c_both_wrong	TLD	technology.internet.top_level_domain	technology.internet.hostname	technology.internet.hostname	f2170bdcec79
b_sharpen_broke	Region Rank	representation.numeric.decimal_number	representation.numeric.decimal_number	representation.discrete.ordinal	f248b3600d20
d_both_right	Primary ISBN13	identity.commerce.isbn	identity.commerce.isbn	identity.commerce.isbn	f2588904ddcb
d_both_right	msg_id	representation.identifier.alphanumeric_id	representation.identifier.alphanumeric_id	representation.identifier.alphanumeric_id	f28eca287a31
d_both_right	PubYear	datetime.component.year	datetime.component.year	datetime.component.year	f2a63df7df91
d_both_right	Year	datetime.component.year	datetime.component.year	datetime.component.year	f2aa77f20034
d_both_right	accountsPayable	representation.numeric.integer_number	representation.numeric.integer_number	representation.numeric.integer_number	f2ddb1c59027
d_both_right	totalCurrentLiabilities	representation.numeric.integer_number	representation.numeric.integer_number	representation.numeric.integer_number	f2ddb1c59027
a_sharpen_rescued	exchange	representation.text.word	geography.location.country_code	representation.text.word	f32edd8ffdeb
c_both_wrong	LayerName	representation.text.plain_text	geography.transportation.unlocode	geography.transportation.unlocode	f3c6f3f0d643
a_sharpen_rescued	Lng	geography.coordinate.longitude	representation.numeric.decimal_number	geography.coordinate.longitude	f4079a5a9531
d_both_right	District 02 Estimate	representation.numeric.integer_number	representation.numeric.integer_number	representation.numeric.integer_number	f4aa40228114
d_both_right	longitude	geography.coordinate.longitude	geography.coordinate.longitude	geography.coordinate.longitude	f525a91878dd
d_both_right	year	datetime.component.year	datetime.component.year	datetime.component.year	f56a61ba8a70
d_both_right	Parent	representation.numeric.decimal_number	representation.numeric.decimal_number	representation.numeric.decimal_number	f58912e04ed7
d_both_right	Latitude	geography.coordinate.latitude	geography.coordinate.latitude	geography.coordinate.latitude	f622b84f11a9
a_sharpen_rescued	Longitude	geography.coordinate.longitude	representation.numeric.decimal_number	geography.coordinate.longitude	f622b84f11a9
d_both_right	rate_tx	representation.numeric.decimal_number	representation.numeric.decimal_number	representation.numeric.decimal_number	f636bb941d5f
b_sharpen_broke	ID	representation.numeric.integer_number	representation.numeric.integer_number	representation.identifier.increment	f63cbab6f64a
d_both_right	gbif_id	representation.numeric.integer_number	representation.numeric.integer_number	representation.numeric.integer_number	f6d81fbbc4e6
d_both_right	compensationAsOfEpochDate	datetime.epoch.unix_seconds	datetime.epoch.unix_seconds	datetime.epoch.unix_seconds	f6e308739284
a_sharpen_rescued	interestExpense	representation.numeric.integer_number	finance.currency.amount_nodecimal	representation.numeric.integer_number	f771d97f9c13
d_both_right	project_number	representation.identifier.alphanumeric_id	representation.identifier.alphanumeric_id	representation.identifier.alphanumeric_id	f787a635ac10
d_both_right	depth	representation.numeric.decimal_number	representation.numeric.decimal_number	representation.numeric.decimal_number	f78d006f0da9
d_both_right	id	representation.identifier.alphanumeric_id	representation.identifier.alphanumeric_id	representation.identifier.alphanumeric_id	f78d006f0da9
a_sharpen_rescued	latitude	geography.coordinate.latitude	geography.coordinate.longitude	geography.coordinate.latitude	f78d006f0da9
d_both_right	longitude	geography.coordinate.longitude	geography.coordinate.longitude	geography.coordinate.longitude	f78d006f0da9
b_sharpen_broke	mag	representation.numeric.decimal_number	representation.numeric.decimal_number	unknown	f78d006f0da9
a_sharpen_rescued	magType	representation.text.word	representation.file.extension	representation.text.word	f78d006f0da9
c_both_wrong	net	representation.text.word	geography.location.country_code	geography.location.country_code	f78d006f0da9
c_both_wrong	place	representation.text.plain_text	geography.address.full_address	geography.address.full_address	f78d006f0da9
c_both_wrong	status	representation.text.word	representation.text.entity_name	representation.text.entity_name	f78d006f0da9
d_both_right	time	datetime.timestamp.iso_8601_milliseconds	datetime.timestamp.iso_8601_milliseconds	datetime.timestamp.iso_8601_milliseconds	f78d006f0da9
d_both_right	updated	datetime.timestamp.iso_8601_milliseconds	datetime.timestamp.iso_8601_milliseconds	datetime.timestamp.iso_8601_milliseconds	f78d006f0da9
d_both_right	135.60	representation.numeric.decimal_number	representation.numeric.decimal_number	representation.numeric.decimal_number	f892dedb1a2c
d_both_right	Latitude	geography.coordinate.latitude	geography.coordinate.latitude	geography.coordinate.latitude	f8cb39382365
a_sharpen_rescued	Longitude	geography.coordinate.longitude	representation.numeric.decimal_number	geography.coordinate.longitude	f8cb39382365
d_both_right	countryCode	geography.location.country_code	geography.location.country_code	geography.location.country_code	f8d13d2fd31a
d_both_right	Latitude	geography.coordinate.latitude	geography.coordinate.latitude	geography.coordinate.latitude	f92341afab95
a_sharpen_rescued	Longitude	geography.coordinate.longitude	representation.numeric.decimal_number	geography.coordinate.longitude	f92341afab95
a_sharpen_rescued	exchange	representation.text.word	geography.location.country_code	representation.text.word	f9a5e4f554d4
d_both_right	time	datetime.date.iso	datetime.date.iso	datetime.date.iso	f9b855a34ffc
d_both_right	Year	datetime.component.year	datetime.component.year	datetime.component.year	f9dfd3832d90
d_both_right	TEAM_CITY	geography.location.city	geography.location.city	geography.location.city	f9e2d49851d2
d_both_right	country	geography.location.country	geography.location.country	geography.location.country	fa126bd45a6d
d_both_right	Code	representation.text.word	representation.text.word	representation.text.word	fa3880fa7db5
d_both_right	region	geography.location.country_code	geography.location.country_code	geography.location.country_code	fb462124695e
d_both_right	website	technology.internet.url	technology.internet.url	technology.internet.url	fb462124695e
d_both_right	doi_url	technology.internet.url	technology.internet.url	technology.internet.url	fb4cd8f29a6d
c_both_wrong	URL rewritten	representation.text.plain_text	representation.text.word	technology.internet.url	fbc8d1258289
a_sharpen_rescued	exchange	representation.text.word	geography.location.country_code	representation.text.word	fbcca15341ba
d_both_right	__index_level_8__	representation.numeric.decimal_number	representation.numeric.decimal_number	representation.numeric.decimal_number	fbe0e14124cb
d_both_right	Last_Date	datetime.date.iso	datetime.date.iso	datetime.date.iso	fbf3bf58e9ec
c_both_wrong	groupingname	representation.text.word	representation.text.entity_name	representation.text.entity_name	fc23924aa62c
c_both_wrong	state	representation.text.word	representation.text.entity_name	geography.location.state	fc8431616fcd
b_sharpen_broke	State ID	representation.numeric.integer_number	representation.numeric.integer_number	representation.identifier.increment	fd139fa55538
a_sharpen_rescued	id	geography.location.country_code	geography.location.region	geography.location.country_code	fd3eaa848b26
d_both_right	course_over_ground	representation.numeric.integer_number	representation.numeric.integer_number	representation.numeric.integer_number	fd5f4ae16b8c
d_both_right	last_review	datetime.date.iso	datetime.date.iso	datetime.date.iso	fe376aabf0e1
a_sharpen_rescued	Unnamed: 4	representation.text.word	identity.person.username	representation.text.word	fe6dcc80cd27
d_both_right	year	datetime.component.year	datetime.component.year	datetime.component.year	fe75cccdb6d9
d_both_right	NPPES_PROVIDER_COUNTRY	geography.location.country_code	geography.location.country_code	geography.location.country_code	fe7745a5b4a5
a_sharpen_rescued	exchange	representation.text.word	geography.location.country_code	representation.text.word	fe780b1a6eb9
c_both_wrong	continent	representation.text.word	geography.location.state_code	geography.location.state_code	fee5fe920890
a_sharpen_rescued	elevation_ft	representation.numeric.integer_number	representation.identifier.numeric_code	representation.numeric.integer_number	fee5fe920890
d_both_right	gps_code	representation.identifier.alphanumeric_id	representation.identifier.alphanumeric_id	representation.identifier.alphanumeric_id	fee5fe920890
a_sharpen_rescued	home_link	technology.internet.url	container.object.html	technology.internet.url	fee5fe920890
d_both_right	iata_code	geography.transportation.iata_code	geography.transportation.iata_code	geography.transportation.iata_code	fee5fe920890
d_both_right	iso_country	geography.location.country_code	geography.location.country_code	geography.location.country_code	fee5fe920890
d_both_right	iso_region	geography.location.region	geography.location.region	geography.location.region	fee5fe920890
d_both_right	latitude_deg	geography.coordinate.latitude	geography.coordinate.latitude	geography.coordinate.latitude	fee5fe920890
d_both_right	longitude_deg	geography.coordinate.longitude	geography.coordinate.longitude	geography.coordinate.longitude	fee5fe920890
d_both_right	municipality	geography.location.city	geography.location.city	geography.location.city	fee5fe920890
c_both_wrong	name	representation.text.entity_name	representation.text.plain_text	representation.text.plain_text	fee5fe920890
d_both_right	scheduled_service	representation.boolean.terms	representation.boolean.terms	representation.boolean.terms	fee5fe920890
c_both_wrong	type	representation.text.word	geography.location.city	geography.location.city	fee5fe920890
c_both_wrong	wikipedia_link	technology.internet.url	technology.cloud.s3_uri	technology.cloud.s3_uri	fee5fe920890
c_both_wrong	exchangeTimezoneShortName	representation.text.word	geography.location.country_code	geography.location.country_code	ff9c52eb09b2
